Customer_ID,Preference Rate Towards Company_X,Rating Given,Company Chosen,Starting Location,Ending Location,Started Time,Ending Time,Unavailable Scooter,BREAKDOWN,Breakdown Time
202,0.5131105398457584,8,1,Queens,Manhattan,214,289,false,true,274
174,0.5394340758579169,9,1,Queens,Manhattan,181,275,false,false,0
225,0.5076849183477425,6,1,Jones,Stony,236,297,false,true,275
237,0.5099547511312217,4,1,Manhattan,Jones,253,309,false,true,278
169,0.5372501514233797,8,1,Manhattan,Queens,178,279,false,false,0
204,0.5106490872210954,8,0,Queens,Manhattan,217,279,false,false,0
230,0.5080756806645131,8,0,Stony,Queens,245,279,false,false,0
268,0.5021186440677966,0,0,Queens,Stony,280,319,true,false,0
163,0.5264797507788161,9,1,Manhattan,Queens,172,282,false,false,0
201,0.5131105398457584,8,0,Manhattan,Jones,214,283,false,false,0
269,0.5002110595187843,0,0,Queens,Manhattan,282,347,true,false,0
185,0.5385906040268457,9,1,Jones,Stony,195,285,false,false,0
214,0.5072247135027405,9,0,Manhattan,Jones,226,285,false,false,0
206,0.5057759919638373,8,0,Queens,Manhattan,220,286,false,false,0
223,0.5089849441476445,8,0,Queens,Stony,233,286,false,false,0
226,0.5076849183477425,7,0,Manhattan,Jones,237,303,false,true,286
270,0.5018789144050104,0,0,Queens,Manhattan,285,382,true,false,0
240,0.50965424337674,8,1,Queens,Stony,255,287,false,false,0
272,0.5066170388751033,0,0,Queens,Manhattan,286,370,true,false,0
203,0.5129903209373408,8,1,Jones,Stony,215,289,false,false,0
234,0.5098039215686274,4,1,Stony,Jones,248,341,false,true,291
193,0.5243185462319615,9,1,Manhattan,Queens,203,293,false,false,0
227,0.5076849183477425,7,1,Manhattan,Jones,238,312,false,true,293
279,0.4991850040749796,0,0,Queens,Manhattan,293,376,true,false,0
243,0.5085125448028673,9,0,Stony,Queens,259,295,false,false,0
254,0.5068675232609658,3,0,Manhattan,Queens,269,338,false,true,295
265,0.5012864493996569,3,1,Manhattan,Jones,277,325,false,true,296
208,0.5045090180360722,8,1,Jones,Stony,221,297,false,false,0
192,0.5314192849404117,9,0,Jones,Stony,202,298,false,false,0
213,0.5072247135027405,8,1,Jones,Stony,225,298,false,false,0
